journal_id:START_ID(journal),paper_id:END_ID(paper),:TYPE
6092eb62e87154c96f6642969984df334731d3ab,1fe645c8d05d960dd85d08eaaa5574100db591c8,has_paper
19ec223414598012c79e1257098d10a983aaa920,579fdd7af308a5a9b022f5a38c69b6d1fd3c6224,has_paper
e87cf289d88c1d63bec4f294a695fe092262be30,14241795a7c1b25b0db12f42473176d5af9a2eca,has_paper
dc8769707eace55e9b51f588da024ed6e4e23127,d7cb7c135b8d3727e626d35b7b1ec92f2400e78b,has_paper
2751758e49d5ec776e9ee34f2d1e63d3ccdaf4ee,479ade65b7f5219559c4d8cc48c1c2f90bda977f,has_paper
123fd4b8b4fee7db58bac5a81ea4158928940f25,092f8369d5451833e3d627aa6e2376f08bbee6c7,has_paper
ba9d1714ab24ba9735bd67dd59d00aee8d3b8c21,5ca1f9264b5b1d8fa8c75b95d4d49ae09879cc80,has_paper
9d39a3d2b17672af9b363dc5cf1770e5695361fa,216212c97f1f77e62f16edc2e18261a0d45a8da2,has_paper
8f9354104e8ffb5212c386ca7fcc0d7eb017ed46,de707f97b534ca340482600ed1f008b20d7b1b8e,has_paper
123fd4b8b4fee7db58bac5a81ea4158928940f25,2260e7bc70dccb0761daf5aa6a7a68059cf694c6,has_paper
f345b45c306c9917dd0c30ef4eb13e621141c69a,96db8abedfc8eec039a5512c89ce69f6801c3f84,has_paper
c615590cdf594c7845b6e29051b392a25b702d75,c0e738caa84eb192d6db36ffcd5ea3ddc76cb89f,has_paper
6eab669434cc5bf1d914a7bc1d7603ad36847fc6,1276f1f121a44ed98a0217e53d0bb4a0fadf8ee0,has_paper
b05207b4f0753788e23f89b974f2a65f3afaf624,0fa74d92a26432cab5d2f1f445d8c593cc5b3c41,has_paper
6c29f6ecf30ebddc87b1936d07cdd0153f5285fa,352fc70d79c0668a5a7583538fe0167c1fd785d1,has_paper
0cdc2fbce75895ea2be6e03f906fccef758c7d21,6c808957fb64cb1e22530a3aa2ab5a3da641b2f0,has_paper
48400ebbba61ae82e0a842b9c34960847b12354f,f12a115ffa060877bd7a292df682bac1b99a8193,has_paper
36233091cef6f7d0b497517ea57de695c595e685,ba8577fbe95f71f3482edea00b9e7579bc360799,has_paper
f3c0aea0322716ee969cd5b06b002c9c0fdab773,98c40c0b8449c8bf8d891cef45c079ce834a8e04,has_paper
49762f69a44bd7d47e31879468db9f7bd931f795,7e8472520ff77977f27f9fa3935e4ed430079016,has_paper
6f5d738ce3769b68f6f0af161a54c3ee34763414,31b43767440cb19003d22bd82c936624b2cdcf75,has_paper
f93a8a7e8826a72ada947a0570e973eb1e453fec,7a5aa39108c02e8baa292d13d13466c52a2c96e7,has_paper
466a180af86cf1148650b1ead12064b1c73da0e8,c4c4622a69c2a7891eb504a87793ad471e9fea55,has_paper
17006c5ba456ade73665c0d7b68971a8b375c0d2,d3f5f8733398c14adde7dd0ee67923c9fe4a3735,has_paper
7602e539e793e7f3b7158f9bc5bed8d2ecf2ea19,bcdcd76fc1128bfbabbb29da6fc97b573d2edef8,has_paper
8438c6ccbecda514135870ca550bbf5f8e7022e4,e6a9cb9589ec2381d774a128189529fc2669f079,has_paper
6c29f6ecf30ebddc87b1936d07cdd0153f5285fa,17752cd197628ca49a7b800528bdd68532e4a148,has_paper
63c43d5f90e1dda5d372342cc58ad00780f77b58,52467f330dbc2d3ec0e98abd1ac58eb15a9b6aa2,has_paper
8645c5bd3f8f774c2209aa300b5298c9eb1161f0,f33e644d058bc8373378c115878be06346298687,has_paper
8bcd1a07fbfc249edc2f5ae487ec94ce967a9068,360e2ae0c8c522d48cb5414c1e982d96e40165b6,has_paper
f2de9903518da76e0d097e2b7e5ff32719e77211,83a108c3d317cc06a7acf39f78fa5ff7b941dcc8,has_paper
277287ffe8923311c9f640a031e3831762ca61ae,d707ad5021935bdb7102566353ac3c4e319e91ef,has_paper
ea6afd744590b770fa4b12b26cd5d88fbfb9f9e9,3424dfd56dfdf957d0fca5e02da73f1352b84ca0,has_paper
2d8708d623928d45fa72ab88ea901a44796f4e91,12ebc361e7987296b4b0e2812b604ef189c37269,has_paper
34132e2ead1ab1afbbbf2f99006f508a07981579,132ceaa09e9ceb08d70da69dd31c01a0e58953fa,has_paper
29e14eeaadee5f803e5b3dddf8971ee9945da9e6,791c5366afcec8fe5d34b7ee47649ff37ba37a53,has_paper
4e1ece1ff0abbe2ed5ba9a0697c12a211e76dd16,120fdf24578441888a02e43eeee3e1a54661e3a3,has_paper
d48cf56a1faff047827c3acbcbf861943424fb91,e0196f568a530e0057cbb4a6d66cedf3a2320632,has_paper
782b6a76bf363f0f959fef2b833f90739a5dfd4b,35a74f463199e0751efab17ef9487cd8858fac7a,has_paper
a2bd6052f43beb474679ef1bc0292346747b299e,a03ff064805819f12d4fa95e3c53c61ae29581d4,has_paper
2b3895055f9b8bcd73f2943dc01632fa0f29e2e5,cb16d307afaecebd683e6d74c8b501ed54b0c9a4,has_paper
bc1480b8bd39bb18eb7f667897f39238a182ef31,5a7d78d4e4a9d3f9487576d7abfaa23ee1b503b3,has_paper
ce2c3fcd32de76af7c6f7358a6b6eec0dd5ef8b7,d3bc2c45d22aa665acaf4e35abb2bb48b2ae4b6b,has_paper
a19e3a03a135630be4c9f63312d4d1fb9f3b8961,6c17ae7fcf42fbc60b5ffe26dd0fe3ed91f143df,has_paper
1f08f6c1777fbf224008b8509937b4507a9bc42e,9084b835852b9eb81706969fc4389ebaf48f0210,has_paper
95373c0e63e49e345b1a7729bbfc6fde17780114,fccc0f98b960c946fadce5a045b150a83e7bc5bc,has_paper
44070737f16da439a54001894b90161e88f3c79d,1e6acb98cefc8b21e994bd259518a7d71dd88db8,has_paper
2d21ff0594e9e5c40628bd43fa98d306e110c61d,1341e9e33488d304353f31081a8422ed8715b5b6,has_paper
68a884504f78310b8f5310ab81ecb0ed163eb62e,0d3a6abcf22abe9927b15978592a63aa5c0de0f6,has_paper
4b7b06e541155450945f022c43088450bc71a085,9f8d24145b4a12f6816370fe05c801faa56edfc2,has_paper
995a24adc3bb044eac61d875bc0725e3bde0118f,15d37cf2a310ff8cce48b1c1f3eaea846b17bbd2,has_paper
50e65694bad5fd642cf9cd1b2e646f48a90784a7,72958183a26c8cc7c5ac8355000eb2da79fac2eb,has_paper
3f2cec96b81850b99216a1630eaf0f1c95c97ecc,76dcc76a0d6041517a4d88f763269bd0196488cb,has_paper
e8dc207e3d6c24d207ff16140161ffc66946abd4,15b5168bb07f6dcb08f66bd05f0c89629085e3c6,has_paper
09b5cf91ee4302365c31122fc3cc27248c3edf9d,2ec8f1a2704564739536861efa5d9a49803a211b,has_paper
6926bf72916fb59ae3691c9dd0a0282cfbacf313,a85226a033d10542dd7715e6dde5c50fe0c8dce4,has_paper
d3b88862b617737d778bdc5fad3e40bdaf6f44ed,d88886c3bc8373df053468a58836190b5fc043ca,has_paper
9d30cd5da4161acacd05cec695e1b483394cec36,1f778b09d0ae1add698e80d900a6bccde4a5261d,has_paper
e964ad538e6b93020b9d3d6ed57d23488c57c3fa,dc764e6ceef9bb95215c509aebc6e85b78856233,has_paper
c0706ff752983441bdec72718d7c13d959797495,4bbdc314f8816669f54714589df7016f4f93b3a0,has_paper
b0c58c871cf5a1e5ee45118309726ba571704971,357b037f6e5c7ac1fec167b4a85955ae6b07330c,has_paper
820a12e74974d1ffb48f8b1187a28cf94b2e776d,4a7a1d6fa1a47905fb52c387ace37f8bca5fae42,has_paper
735fba47afe27df763e66e0572188caed6b23ec2,03ebcca9d6ce40f0a8e2ba689ce2d66b60116350,has_paper
49c5a767ff82d4b863feac3c21f420fcb1460a29,767aa41de60bcf20739c535fb477ccaa522dcd3b,has_paper
08d79469c7e1ca32ff4f71a56759272415138766,fde32676b45348c92885a71347194532fe54bb49,has_paper
6b2e94a1827d79c04c4432262a8f9acec98bf79a,b4fbdaaa03dca0deb87007e8d7192aaf88156ec9,has_paper
e90f5ea9f2346de2d28fbdd3e5585c6c691eb601,f7d1f76c35cc24efc099de1f22096afa1700c572,has_paper
a03504871d2621e271feca839f61565b8933e05c,5f643ea1bbd354f5ebfcbf96117d8bf8d9bd8de6,has_paper
7fafca318745c8b4df6624d3377bdb4bd84fa851,53309f2e486151cb99eae9a88db1f51dc1c5fa05,has_paper
bd9d46aca5e78fa07a3f137ec574993dd08c2a61,0b83f0e165e33cd4845883034d426c41f3047778,has_paper
37776ff464498be8c0df4f694e9ef6f133bd7b7f,494cd44e9721024e89afa7377d397b3dfd51d188,has_paper
ef6fb6fcd4f0feb6d4420ca009cb813154cf42ad,7f60aaf9069021beefc52034cea15403059ee6fa,has_paper
b3811f513f5aa6c07c5d97b45c637ecdf4efda0d,86e5e42fd7dd5a22750bfe193fd02b53d98ddd3e,has_paper
2d8708d623928d45fa72ab88ea901a44796f4e91,b6d148953ddc6847444801be0d398ecc1d48b53f,has_paper
ca8499acb09af173f8460930309330e1376e4033,ddd4ae533a64cc07138880ca75d59e0be61c01ec,has_paper
8ab0a170157bf8dc43f575acd0a355aced0cc726,d5e4fa1042fa5e8e3215c157562989740d1e67a9,has_paper
1bfab4a1b27e407ebd255cffb1004461f6cfb0ca,ab071b1b1b9d0eb077c9a9d1cce00f45d68c37c8,has_paper
61fc835ddabaaded09a12b73aae4ca00d1dc5afc,0dc958db13e5ac3b76b8204a8081ad0cec38bcfa,has_paper
70b2cd6ab1fdf8b3fd9dc7f3b700c5ab02f7e346,65172e87aa39e0eaf49a9c4117cf86a93b14a54b,has_paper
1e435abcceb7d6feafdfec577c73869e3b9a1483,d55c31191018d29b21fd07ed2c3a1c4b63dbe174,has_paper
e98598caa8b1d3af78fe9bb229f6db0dd682e7e2,fb6d11f2442eedb4e1125c8300ee2076e43c634c,has_paper
